path,filename,full_filepath,confidential,timestamp_created,timestamp_modified,timestamp_last_accessed,size
code/derived/audit/brand_plots/cooling - philippines - samsung (1077).png,cooling - philippines - samsung (1077).png,code/derived/audit/brand_plots/cooling - philippines - samsung (1077).png,TRUE,2022-01-04T16:47:47.767027Z,2022-01-04T16:47:47.959513Z,2022-01-04T17:05:06.587893Z,35206
code/derived/audit/brand_plots/cooling - philippines - sanyo (1078).png,cooling - philippines - sanyo (1078).png,code/derived/audit/brand_plots/cooling - philippines - sanyo (1078).png,TRUE,2022-01-04T16:47:47.977465Z,2022-01-04T16:47:48.171946Z,2022-01-04T17:05:07.061628Z,35302
code/derived/audit/brand_plots/cooling - philippines - sharp (1079).png,cooling - philippines - sharp (1079).png,code/derived/audit/brand_plots/cooling - philippines - sharp (1079).png,TRUE,2022-01-04T16:47:48.189898Z,2022-01-04T16:47:48.386374Z,2022-01-04T17:05:07.882435Z,34586
code/derived/audit/brand_plots/cooling - philippines - whirlpool (1080).png,cooling - philippines - whirlpool (1080).png,code/derived/audit/brand_plots/cooling - philippines - whirlpool (1080).png,TRUE,2022-01-04T16:47:48.403328Z,2022-01-04T16:47:48.613766Z,2022-01-04T17:05:07.924324Z,35615
code/derived/audit/brand_plots/cooling - philippines - whitewesting (1081).png,cooling - philippines - whitewesting (1081).png,code/derived/audit/brand_plots/cooling - philippines - whitewesting (1081).png,TRUE,2022-01-04T16:47:48.630720Z,2022-01-04T16:47:48.838167Z,2022-01-04T17:05:08.446928Z,31416
code/derived/audit/brand_plots/cooling - singapore - allothers (1082).png,cooling - singapore - allothers (1082).png,code/derived/audit/brand_plots/cooling - singapore - allothers (1082).png,TRUE,2022-01-04T16:47:48.859110Z,2022-01-04T16:47:49.045612Z,2022-01-04T17:05:08.521729Z,38249
code/derived/audit/brand_plots/cooling - singapore - fisherpaykel (1083).png,cooling - singapore - fisherpaykel (1083).png,code/derived/audit/brand_plots/cooling - singapore - fisherpaykel (1083).png,TRUE,2022-01-04T16:47:49.063564Z,2022-01-04T16:47:49.274002Z,2022-01-04T17:05:08.528709Z,37066
code/derived/audit/brand_plots/cooling - singapore - hitachi (1084).png,cooling - singapore - hitachi (1084).png,code/derived/audit/brand_plots/cooling - singapore - hitachi (1084).png,TRUE,2022-01-04T16:47:49.291954Z,2022-01-04T16:47:49.502392Z,2022-01-04T17:05:09.040346Z,37221
code/derived/audit/brand_plots/cooling - singapore - lg (1085).png,cooling - singapore - lg (1085).png,code/derived/audit/brand_plots/cooling - singapore - lg (1085).png,TRUE,2022-01-04T16:47:49.521343Z,2022-01-04T16:47:49.730782Z,2022-01-04T17:05:09.774382Z,37373
code/derived/audit/brand_plots/cooling - singapore - mitsubishi (1086).png,cooling - singapore - mitsubishi (1086).png,code/derived/audit/brand_plots/cooling - singapore - mitsubishi (1086).png,TRUE,2022-01-04T16:47:49.748734Z,2022-01-04T16:47:49.924265Z,2022-01-04T17:05:09.821259Z,38941
code/derived/audit/brand_plots/cooling - singapore - panasonic (1087).png,cooling - singapore - panasonic (1087).png,code/derived/audit/brand_plots/cooling - singapore - panasonic (1087).png,TRUE,2022-01-04T16:47:49.951193Z,2022-01-04T16:47:50.136698Z,2022-01-04T17:05:10.289007Z,37533
code/derived/audit/brand_plots/cooling - singapore - samsung (1088).png,cooling - singapore - samsung (1088).png,code/derived/audit/brand_plots/cooling - singapore - samsung (1088).png,TRUE,2022-01-04T16:47:50.153652Z,2022-01-04T16:47:50.357109Z,2022-01-04T17:05:10.466536Z,37787
code/derived/audit/brand_plots/cooling - singapore - sharp (1089).png,cooling - singapore - sharp (1089).png,code/derived/audit/brand_plots/cooling - singapore - sharp (1089).png,TRUE,2022-01-04T16:47:50.375061Z,2022-01-04T16:47:50.600460Z,2022-01-04T17:05:10.949245Z,39773
code/derived/audit/brand_plots/cooling - singapore - tecnogas (1090).png,cooling - singapore - tecnogas (1090).png,code/derived/audit/brand_plots/cooling - singapore - tecnogas (1090).png,TRUE,2022-01-04T16:47:50.617414Z,2022-01-04T16:47:50.849794Z,2022-01-04T17:05:10.961214Z,36404
code/derived/audit/brand_plots/cooling - singapore - toshiba (1091).png,cooling - singapore - toshiba (1091).png,code/derived/audit/brand_plots/cooling - singapore - toshiba (1091).png,TRUE,2022-01-04T16:47:50.866747Z,2022-01-04T16:47:51.040285Z,2022-01-04T17:05:11.887815Z,35996
code/derived/audit/brand_plots/cooling - south korea - daewoo (1171).png,cooling - south korea - daewoo (1171).png,code/derived/audit/brand_plots/cooling - south korea - daewoo (1171).png,TRUE,2022-01-04T16:48:08.359026Z,2022-01-04T16:48:08.578440Z,2022-01-04T17:05:12.299532Z,37868
code/derived/audit/brand_plots/cooling - south korea - dios (1172).png,cooling - south korea - dios (1172).png,code/derived/audit/brand_plots/cooling - south korea - dios (1172).png,TRUE,2022-01-04T16:48:08.599384Z,2022-01-04T16:48:08.810820Z,2022-01-04T17:05:12.323469Z,40370
code/derived/audit/brand_plots/cooling - south korea - klasse (1173).png,cooling - south korea - klasse (1173).png,code/derived/audit/brand_plots/cooling - south korea - klasse (1173).png,TRUE,2022-01-04T16:48:08.828772Z,2022-01-04T16:48:09.022255Z,2022-01-04T17:05:12.831079Z,39248
code/derived/audit/brand_plots/cooling - south korea - lg (1174).png,cooling - south korea - lg (1174).png,code/derived/audit/brand_plots/cooling - south korea - lg (1174).png,TRUE,2022-01-04T16:48:09.043198Z,2022-01-04T16:48:09.240671Z,2022-01-04T17:05:12.913860Z,39412
code/derived/audit/brand_plots/cooling - south korea - samsung (1175).png,cooling - south korea - samsung (1175).png,code/derived/audit/brand_plots/cooling - south korea - samsung (1175).png,TRUE,2022-01-04T16:48:09.259621Z,2022-01-04T16:48:09.472054Z,2022-01-04T17:05:13.375717Z,40655
code/derived/audit/brand_plots/cooling - south korea - zipel (1176).png,cooling - south korea - zipel (1176).png,code/derived/audit/brand_plots/cooling - south korea - zipel (1176).png,TRUE,2022-01-04T16:48:09.491003Z,2022-01-04T16:48:09.697451Z,2022-01-04T17:05:14.174522Z,39497
code/derived/audit/brand_plots/cooling - taiwan - allothers (1177).png,cooling - taiwan - allothers (1177).png,code/derived/audit/brand_plots/cooling - taiwan - allothers (1177).png,TRUE,2022-01-04T16:48:09.716400Z,2022-01-04T16:48:09.933819Z,2022-01-04T17:05:14.181503Z,35544
code/derived/audit/brand_plots/cooling - taiwan - ge (1178).png,cooling - taiwan - ge (1178).png,code/derived/audit/brand_plots/cooling - taiwan - ge (1178).png,TRUE,2022-01-04T16:48:09.950775Z,2022-01-04T16:48:10.141266Z,2022-01-04T17:05:14.380970Z,38881
code/derived/audit/brand_plots/cooling - taiwan - hitachi (1179).png,cooling - taiwan - hitachi (1179).png,code/derived/audit/brand_plots/cooling - taiwan - hitachi (1179).png,TRUE,2022-01-04T16:48:10.158220Z,2022-01-04T16:48:10.363672Z,2022-01-04T17:05:14.933977Z,43320
code/derived/audit/brand_plots/cooling - taiwan - kolin (1180).png,cooling - taiwan - kolin (1180).png,code/derived/audit/brand_plots/cooling - taiwan - kolin (1180).png,TRUE,2022-01-04T16:48:10.379629Z,2022-01-04T16:48:10.574110Z,2022-01-04T17:05:15.442921Z,33648
code/derived/audit/brand_plots/cooling - taiwan - lg (1181).png,cooling - taiwan - lg (1181).png,code/derived/audit/brand_plots/cooling - taiwan - lg (1181).png,TRUE,2022-01-04T16:48:10.590067Z,2022-01-04T16:48:10.806490Z,2022-01-04T17:05:15.486805Z,38858
code/derived/audit/brand_plots/cooling - taiwan - panasonic (1182).png,cooling - taiwan - panasonic (1182).png,code/derived/audit/brand_plots/cooling - taiwan - panasonic (1182).png,TRUE,2022-01-04T16:48:10.825438Z,2022-01-04T16:48:11.023907Z,2022-01-04T17:05:16.268078Z,37657
code/derived/audit/brand_plots/cooling - taiwan - sampo (1183).png,cooling - taiwan - sampo (1183).png,code/derived/audit/brand_plots/cooling - taiwan - sampo (1183).png,TRUE,2022-01-04T16:48:11.045849Z,2022-01-04T16:48:11.247313Z,2022-01-04T17:05:16.285034Z,38433
code/derived/audit/brand_plots/cooling - taiwan - sanyo (1184).png,cooling - taiwan - sanyo (1184).png,code/derived/audit/brand_plots/cooling - taiwan - sanyo (1184).png,TRUE,2022-01-04T16:48:11.266260Z,2022-01-04T16:48:11.497643Z,2022-01-04T17:05:16.529070Z,38245
code/derived/audit/brand_plots/cooling - taiwan - sharp (1185).png,cooling - taiwan - sharp (1185).png,code/derived/audit/brand_plots/cooling - taiwan - sharp (1185).png,TRUE,2022-01-04T16:48:11.516592Z,2022-01-04T16:48:11.721046Z,2022-01-04T17:05:17.100349Z,35913
code/derived/audit/brand_plots/cooling - taiwan - tatung (1186).png,cooling - taiwan - tatung (1186).png,code/derived/audit/brand_plots/cooling - taiwan - tatung (1186).png,TRUE,2022-01-04T16:48:11.738001Z,2022-01-04T16:48:11.954422Z,2022-01-04T17:05:17.109327Z,42981
code/derived/audit/brand_plots/cooling - taiwan - teco (1187).png,cooling - taiwan - teco (1187).png,code/derived/audit/brand_plots/cooling - taiwan - teco (1187).png,TRUE,2022-01-04T16:48:11.976364Z,2022-01-04T16:48:12.179821Z,2022-01-04T17:05:17.557430Z,44088
code/derived/audit/brand_plots/cooling - taiwan - toshiba (1188).png,cooling - taiwan - toshiba (1188).png,code/derived/audit/brand_plots/cooling - taiwan - toshiba (1188).png,TRUE,2022-01-04T16:48:12.199768Z,2022-01-04T16:48:12.400232Z,2022-01-04T17:05:18.092211Z,36100
code/derived/audit/brand_plots/cooling - taiwan - whirlpool (1189).png,cooling - taiwan - whirlpool (1189).png,code/derived/audit/brand_plots/cooling - taiwan - whirlpool (1189).png,TRUE,2022-01-04T16:48:12.419182Z,2022-01-04T16:48:12.645578Z,2022-01-04T17:05:18.357502Z,37315
code/derived/audit/brand_plots/cooling - thailand - allothers (1160).png,cooling - thailand - allothers (1160).png,code/derived/audit/brand_plots/cooling - thailand - allothers (1160).png,TRUE,2022-01-04T16:48:05.953453Z,2022-01-04T16:48:06.145937Z,2022-01-04T17:05:18.446266Z,35277
code/derived/audit/brand_plots/cooling - thailand - electrolux (1161).png,cooling - thailand - electrolux (1161).png,code/derived/audit/brand_plots/cooling - thailand - electrolux (1161).png,TRUE,2022-01-04T16:48:06.169874Z,2022-01-04T16:48:06.363358Z,2022-01-04T17:05:19.010759Z,34578
code/derived/audit/brand_plots/cooling - thailand - haier (1162).png,cooling - thailand - haier (1162).png,code/derived/audit/brand_plots/cooling - thailand - haier (1162).png,TRUE,2022-01-04T16:48:06.381310Z,2022-01-04T16:48:06.580776Z,2022-01-04T17:05:19.536354Z,32214
code/derived/audit/brand_plots/cooling - thailand - hitachi (1163).png,cooling - thailand - hitachi (1163).png,code/derived/audit/brand_plots/cooling - thailand - hitachi (1163).png,TRUE,2022-01-04T16:48:06.598728Z,2022-01-04T16:48:06.810163Z,2022-01-04T17:05:19.581234Z,35767
code/derived/audit/brand_plots/cooling - thailand - lg (1164).png,cooling - thailand - lg (1164).png,code/derived/audit/brand_plots/cooling - thailand - lg (1164).png,TRUE,2022-01-04T16:48:06.827118Z,2022-01-04T16:48:07.049522Z,2022-01-04T17:05:20.051977Z,35494
code/derived/audit/brand_plots/cooling - thailand - mitsubishi (1165).png,cooling - thailand - mitsubishi (1165).png,code/derived/audit/brand_plots/cooling - thailand - mitsubishi (1165).png,TRUE,2022-01-04T16:48:07.069469Z,2022-01-04T16:48:07.246Z,2022-01-04T17:05:20.180632Z,36392
code/derived/audit/brand_plots/cooling - thailand - panasonic (1166).png,cooling - thailand - panasonic (1166).png,code/derived/audit/brand_plots/cooling - thailand - panasonic (1166).png,TRUE,2022-01-04T16:48:07.264948Z,2022-01-04T16:48:07.469402Z,2022-01-04T17:05:20.718199Z,36363
code/derived/audit/brand_plots/cooling - thailand - samsung (1167).png,cooling - thailand - samsung (1167).png,code/derived/audit/brand_plots/cooling - thailand - samsung (1167).png,TRUE,2022-01-04T16:48:07.489349Z,2022-01-04T16:48:07.702780Z,2022-01-04T17:05:21.284685Z,33399
code/derived/audit/brand_plots/cooling - thailand - sanyo (1168).png,cooling - thailand - sanyo (1168).png,code/derived/audit/brand_plots/cooling - thailand - sanyo (1168).png,TRUE,2022-01-04T16:48:07.719734Z,2022-01-04T16:48:07.915213Z,2022-01-04T17:05:21.385416Z,32064
code/derived/audit/brand_plots/cooling - thailand - sharp (1169).png,cooling - thailand - sharp (1169).png,code/derived/audit/brand_plots/cooling - thailand - sharp (1169).png,TRUE,2022-01-04T16:48:07.935158Z,2022-01-04T16:48:08.116674Z,2022-01-04T17:05:21.763405Z,35350
code/derived/audit/brand_plots/cooling - thailand - toshiba (1170).png,cooling - thailand - toshiba (1170).png,code/derived/audit/brand_plots/cooling - thailand - toshiba (1170).png,TRUE,2022-01-04T16:48:08.141607Z,2022-01-04T16:48:08.340076Z,2022-01-04T17:05:22.012739Z,34813
code/derived/audit/brand_plots/cooling - vietnam - allothers (1149).png,cooling - vietnam - allothers (1149).png,code/derived/audit/brand_plots/cooling - vietnam - allothers (1149).png,TRUE,2022-01-04T16:48:03.627665Z,2022-01-04T16:48:03.827131Z,2022-01-04T17:05:22.512405Z,38539
code/derived/audit/brand_plots/cooling - vietnam - daewoo (1150).png,cooling - vietnam - daewoo (1150).png,code/derived/audit/brand_plots/cooling - vietnam - daewoo (1150).png,TRUE,2022-01-04T16:48:03.844086Z,2022-01-04T16:48:04.034576Z,2022-01-04T17:05:22.848507Z,30859
code/derived/audit/brand_plots/cooling - vietnam - electrolux (1151).png,cooling - vietnam - electrolux (1151).png,code/derived/audit/brand_plots/cooling - vietnam - electrolux (1151).png,TRUE,2022-01-04T16:48:04.052530Z,2022-01-04T16:48:04.216093Z,2022-01-04T17:05:22.890396Z,35306
code/derived/audit/brand_plots/cooling - vietnam - funiki (1152).png,cooling - vietnam - funiki (1152).png,code/derived/audit/brand_plots/cooling - vietnam - funiki (1152).png,TRUE,2022-01-04T16:48:04.233046Z,2022-01-04T16:48:04.429522Z,2022-01-04T17:05:23.231485Z,31882
code/derived/audit/brand_plots/cooling - vietnam - hitachi (1153).png,cooling - vietnam - hitachi (1153).png,code/derived/audit/brand_plots/cooling - vietnam - hitachi (1153).png,TRUE,2022-01-04T16:48:04.450466Z,2022-01-04T16:48:04.650930Z,2022-01-04T17:05:23.761068Z,36401
code/derived/audit/brand_plots/cooling - vietnam - lg (1154).png,cooling - vietnam - lg (1154).png,code/derived/audit/brand_plots/cooling - vietnam - lg (1154).png,TRUE,2022-01-04T16:48:04.671875Z,2022-01-04T16:48:04.881315Z,2022-01-04T17:05:24.105150Z,34397
code/derived/audit/brand_plots/cooling - vietnam - panasonic (1155).png,cooling - vietnam - panasonic (1155).png,code/derived/audit/brand_plots/cooling - vietnam - panasonic (1155).png,TRUE,2022-01-04T16:48:04.898270Z,2022-01-04T16:48:05.084772Z,2022-01-04T17:05:25.045639Z,33184
code/derived/audit/brand_plots/cooling - vietnam - samsung (1156).png,cooling - vietnam - samsung (1156).png,code/derived/audit/brand_plots/cooling - vietnam - samsung (1156).png,TRUE,2022-01-04T16:48:05.106714Z,2022-01-04T16:48:05.295210Z,2022-01-04T17:05:25.078550Z,34268
code/derived/audit/brand_plots/cooling - vietnam - sanyo (1157).png,cooling - vietnam - sanyo (1157).png,code/derived/audit/brand_plots/cooling - vietnam - sanyo (1157).png,TRUE,2022-01-04T16:48:05.313162Z,2022-01-04T16:48:05.501657Z,2022-01-04T17:05:25.497433Z,35482
code/derived/audit/brand_plots/cooling - vietnam - sharp (1158).png,cooling - vietnam - sharp (1158).png,code/derived/audit/brand_plots/cooling - vietnam - sharp (1158).png,TRUE,2022-01-04T16:48:05.524597Z,2022-01-04T16:48:05.718081Z,2022-01-04T17:05:25.873426Z,32406
code/derived/audit/brand_plots/cooling - vietnam - toshiba (1159).png,cooling - vietnam - toshiba (1159).png,code/derived/audit/brand_plots/cooling - vietnam - toshiba (1159).png,TRUE,2022-01-04T16:48:05.736032Z,2022-01-04T16:48:05.936497Z,2022-01-04T17:05:26.360126Z,34299
code/derived/audit/brand_plots/desktoppc - australia - acer (54).png,desktoppc - australia - acer (54).png,code/derived/audit/brand_plots/desktoppc - australia - acer (54).png,TRUE,2022-01-04T16:44:13.405352Z,2022-01-04T16:44:13.605816Z,2022-01-04T16:45:24.738829Z,37488
code/derived/audit/brand_plots/desktoppc - australia - allothers (55).png,desktoppc - australia - allothers (55).png,code/derived/audit/brand_plots/desktoppc - australia - allothers (55).png,TRUE,2022-01-04T16:44:13.627758Z,2022-01-04T16:44:13.824234Z,2022-01-04T16:45:25.195608Z,35573
code/derived/audit/brand_plots/desktoppc - australia - apple (56).png,desktoppc - australia - apple (56).png,code/derived/audit/brand_plots/desktoppc - australia - apple (56).png,TRUE,2022-01-04T16:44:13.849167Z,2022-01-04T16:44:14.050629Z,2022-01-04T16:45:25.433971Z,35213
code/derived/audit/brand_plots/desktoppc - australia - asus (57).png,desktoppc - australia - asus (57).png,code/derived/audit/brand_plots/desktoppc - australia - asus (57).png,TRUE,2022-01-04T16:44:14.072569Z,2022-01-04T16:44:14.270042Z,2022-01-04T16:45:26.704578Z,35785
code/derived/audit/brand_plots/desktoppc - australia - com1 (58).png,desktoppc - australia - com1 (58).png,code/derived/audit/brand_plots/desktoppc - australia - com1 (58).png,TRUE,2022-01-04T16:44:14.293978Z,2022-01-04T16:44:14.493444Z,2022-01-04T16:45:27.135427Z,37497
code/derived/audit/brand_plots/desktoppc - australia - compaq (59).png,desktoppc - australia - compaq (59).png,code/derived/audit/brand_plots/desktoppc - australia - compaq (59).png,TRUE,2022-01-04T16:44:14.514391Z,2022-01-04T16:44:14.708870Z,2022-01-04T16:45:27.302979Z,31935
code/derived/audit/brand_plots/desktoppc - australia - dell (60).png,desktoppc - australia - dell (60).png,code/derived/audit/brand_plots/desktoppc - australia - dell (60).png,TRUE,2022-01-04T16:44:14.729815Z,2022-01-04T16:44:14.931276Z,2022-01-04T16:45:28.537682Z,34399
code/derived/audit/brand_plots/desktoppc - australia - hp (61).png,desktoppc - australia - hp (61).png,code/derived/audit/brand_plots/desktoppc - australia - hp (61).png,TRUE,2022-01-04T16:44:14.953218Z,2022-01-04T16:44:15.166649Z,2022-01-04T16:45:29.250778Z,36403
code/derived/audit/brand_plots/desktoppc - hong kong - acer (37).png,desktoppc - hong kong - acer (37).png,code/derived/audit/brand_plots/desktoppc - hong kong - acer (37).png,TRUE,2022-01-04T16:44:09.705235Z,2022-01-04T16:44:09.880764Z,2022-01-04T16:45:30.193260Z,36902
code/derived/audit/brand_plots/desktoppc - hong kong - allothers (38).png,desktoppc - hong kong - allothers (38).png,code/derived/audit/brand_plots/desktoppc - hong kong - allothers (38).png,TRUE,2022-01-04T16:44:09.899715Z,2022-01-04T16:44:10.094194Z,2022-01-04T16:45:30.806622Z,36472
code/derived/audit/brand_plots/desktoppc - hong kong - apple (39).png,desktoppc - hong kong - apple (39).png,code/derived/audit/brand_plots/desktoppc - hong kong - apple (39).png,TRUE,2022-01-04T16:44:10.118132Z,2022-01-04T16:44:10.317600Z,2022-01-04T16:45:31.257418Z,37072
code/derived/audit/brand_plots/desktoppc - hong kong - asus (40).png,desktoppc - hong kong - asus (40).png,code/derived/audit/brand_plots/desktoppc - hong kong - asus (40).png,TRUE,2022-01-04T16:44:10.341534Z,2022-01-04T16:44:10.544992Z,2022-01-04T16:45:32.182945Z,34282
code/derived/audit/brand_plots/desktoppc - hong kong - compaq (41).png,desktoppc - hong kong - compaq (41).png,code/derived/audit/brand_plots/desktoppc - hong kong - compaq (41).png,TRUE,2022-01-04T16:44:10.564939Z,2022-01-04T16:44:10.753435Z,2022-01-04T16:45:32.770378Z,32892
code/derived/audit/brand_plots/desktoppc - hong kong - dell (42).png,desktoppc - hong kong - dell (42).png,code/derived/audit/brand_plots/desktoppc - hong kong - dell (42).png,TRUE,2022-01-04T16:44:10.782356Z,2022-01-04T16:44:10.963873Z,2022-01-04T16:45:33.835533Z,35036
code/derived/audit/brand_plots/desktoppc - hong kong - hp (43).png,desktoppc - hong kong - hp (43).png,code/derived/audit/brand_plots/desktoppc - hong kong - hp (43).png,TRUE,2022-01-04T16:44:10.987808Z,2022-01-04T16:44:11.197250Z,2022-01-04T16:45:34.166647Z,37411
code/derived/audit/brand_plots/desktoppc - hong kong - ibm (44).png,desktoppc - hong kong - ibm (44).png,code/derived/audit/brand_plots/desktoppc - hong kong - ibm (44).png,TRUE,2022-01-04T16:44:11.221186Z,2022-01-04T16:44:11.406689Z,2022-01-04T16:45:34.877747Z,33960
code/derived/audit/brand_plots/desktoppc - hong kong - lenovo (45).png,desktoppc - hong kong - lenovo (45).png,code/derived/audit/brand_plots/desktoppc - hong kong - lenovo (45).png,TRUE,2022-01-04T16:44:11.429628Z,2022-01-04T16:44:11.627100Z,2022-01-04T16:45:35.980803Z,33271
code/derived/audit/brand_plots/desktoppc - indonesia - acer (32).png,desktoppc - indonesia - acer (32).png,code/derived/audit/brand_plots/desktoppc - indonesia - acer (32).png,TRUE,2022-01-04T16:44:08.640079Z,2022-01-04T16:44:08.818602Z,2022-01-04T16:45:36.322887Z,32423
code/derived/audit/brand_plots/desktoppc - indonesia - allothers (33).png,desktoppc - indonesia - allothers (33).png,code/derived/audit/brand_plots/desktoppc - indonesia - allothers (33).png,TRUE,2022-01-04T16:44:08.840544Z,2022-01-04T16:44:09.032032Z,2022-01-04T16:45:37.728134Z,33005
code/derived/audit/brand_plots/desktoppc - indonesia - dell (34).png,desktoppc - indonesia - dell (34).png,code/derived/audit/brand_plots/desktoppc - indonesia - dell (34).png,TRUE,2022-01-04T16:44:09.055967Z,2022-01-04T16:44:09.243467Z,2022-01-04T16:45:37.998413Z,31557
code/derived/audit/brand_plots/desktoppc - indonesia - hp (35).png,desktoppc - indonesia - hp (35).png,code/derived/audit/brand_plots/desktoppc - indonesia - hp (35).png,TRUE,2022-01-04T16:44:09.267403Z,2022-01-04T16:44:09.461885Z,2022-01-04T16:45:38.699541Z,31473
code/derived/audit/brand_plots/desktoppc - indonesia - lenovo (36).png,desktoppc - indonesia - lenovo (36).png,code/derived/audit/brand_plots/desktoppc - indonesia - lenovo (36).png,TRUE,2022-01-04T16:44:09.484823Z,2022-01-04T16:44:09.681299Z,2022-01-04T16:45:39.464499Z,32113
code/derived/audit/brand_plots/desktoppc - japan - acer (62).png,desktoppc - japan - acer (62).png,code/derived/audit/brand_plots/desktoppc - japan - acer (62).png,TRUE,2022-01-04T16:44:15.185596Z,2022-01-04T16:44:15.381075Z,2022-01-04T16:45:40.384041Z,34993
code/derived/audit/brand_plots/desktoppc - japan - allothers (63).png,desktoppc - japan - allothers (63).png,code/derived/audit/brand_plots/desktoppc - japan - allothers (63).png,TRUE,2022-01-04T16:44:15.400026Z,2022-01-04T16:44:15.589518Z,2022-01-04T16:45:41.062231Z,36708
code/derived/audit/brand_plots/desktoppc - japan - apple (64).png,desktoppc - japan - apple (64).png,code/derived/audit/brand_plots/desktoppc - japan - apple (64).png,TRUE,2022-01-04T16:44:15.612455Z,2022-01-04T16:44:15.820900Z,2022-01-04T16:45:42.376719Z,36779
code/derived/audit/brand_plots/desktoppc - japan - dell (65).png,desktoppc - japan - dell (65).png,code/derived/audit/brand_plots/desktoppc - japan - dell (65).png,TRUE,2022-01-04T16:44:15.839849Z,2022-01-04T16:44:16.052282Z,2022-01-04T16:45:42.514351Z,34418
code/derived/audit/brand_plots/desktoppc - japan - emachines (66).png,desktoppc - japan - emachines (66).png,code/derived/audit/brand_plots/desktoppc - japan - emachines (66).png,TRUE,2022-01-04T16:44:16.071232Z,2022-01-04T16:44:16.278677Z,2022-01-04T16:45:43.224455Z,34784
code/derived/audit/brand_plots/desktoppc - japan - fujitsu (67).png,desktoppc - japan - fujitsu (67).png,code/derived/audit/brand_plots/desktoppc - japan - fujitsu (67).png,TRUE,2022-01-04T16:44:16.305605Z,2022-01-04T16:44:16.491110Z,2022-01-04T16:45:44.687548Z,36332
code/derived/audit/brand_plots/desktoppc - japan - hp (68).png,desktoppc - japan - hp (68).png,code/derived/audit/brand_plots/desktoppc - japan - hp (68).png,TRUE,2022-01-04T16:44:16.516043Z,2022-01-04T16:44:16.715511Z,2022-01-04T16:45:45.132360Z,35507
code/derived/audit/brand_plots/desktoppc - japan - ibm (69).png,desktoppc - japan - ibm (69).png,code/derived/audit/brand_plots/desktoppc - japan - ibm (69).png,TRUE,2022-01-04T16:44:16.734461Z,2022-01-04T16:44:16.934925Z,2022-01-04T16:45:46.072845Z,36294
code/derived/audit/brand_plots/desktoppc - japan - lenovo (70).png,desktoppc - japan - lenovo (70).png,code/derived/audit/brand_plots/desktoppc - japan - lenovo (70).png,TRUE,2022-01-04T16:44:16.956867Z,2022-01-04T16:44:17.159325Z,2022-01-04T16:45:46.672247Z,35887
code/derived/audit/brand_plots/desktoppc - japan - nec (71).png,desktoppc - japan - nec (71).png,code/derived/audit/brand_plots/desktoppc - japan - nec (71).png,TRUE,2022-01-04T16:44:17.180269Z,2022-01-04T16:44:17.371758Z,2022-01-04T16:45:47.293587Z,36703
code/derived/audit/brand_plots/desktoppc - japan - sony (72).png,desktoppc - japan - sony (72).png,code/derived/audit/brand_plots/desktoppc - japan - sony (72).png,TRUE,2022-01-04T16:44:17.406666Z,2022-01-04T16:44:17.590174Z,2022-01-04T16:45:48.630018Z,36149
code/derived/audit/brand_plots/desktoppc - japan - toshiba (73).png,desktoppc - japan - toshiba (73).png,code/derived/audit/brand_plots/desktoppc - japan - toshiba (73).png,TRUE,2022-01-04T16:44:17.617102Z,2022-01-04T16:44:17.833525Z,2022-01-04T16:45:48.949165Z,35754
code/derived/audit/brand_plots/desktoppc - japan - unitcom (74).png,desktoppc - japan - unitcom (74).png,code/derived/audit/brand_plots/desktoppc - japan - unitcom (74).png,TRUE,2022-01-04T16:44:17.855465Z,2022-01-04T16:44:18.049948Z,2022-01-04T16:45:50.471100Z,32542
code/derived/audit/brand_plots/desktoppc - malaysia - acer (9).png,desktoppc - malaysia - acer (9).png,code/derived/audit/brand_plots/desktoppc - malaysia - acer (9).png,TRUE,2022-01-04T16:44:03.818954Z,2022-01-04T16:44:04.015430Z,2022-01-04T16:45:51.852411Z,37051
code/derived/audit/brand_plots/desktoppc - malaysia - allothers (10).png,desktoppc - malaysia - allothers (10).png,code/derived/audit/brand_plots/desktoppc - malaysia - allothers (10).png,TRUE,2022-01-04T16:44:04.035378Z,2022-01-04T16:44:04.215899Z,2022-01-04T16:45:51.916241Z,36662
code/derived/audit/brand_plots/desktoppc - malaysia - apple (11).png,desktoppc - malaysia - apple (11).png,code/derived/audit/brand_plots/desktoppc - malaysia - apple (11).png,TRUE,2022-01-04T16:44:04.238834Z,2022-01-04T16:44:04.461241Z,2022-01-04T16:45:52.739042Z,35146
code/derived/audit/brand_plots/desktoppc - malaysia - compaq (12).png,desktoppc - malaysia - compaq (12).png,code/derived/audit/brand_plots/desktoppc - malaysia - compaq (12).png,TRUE,2022-01-04T16:44:04.489166Z,2022-01-04T16:44:04.658714Z,2022-01-04T16:45:53.013309Z,32577
code/derived/audit/brand_plots/desktoppc - malaysia - dell (13).png,desktoppc - malaysia - dell (13).png,code/derived/audit/brand_plots/desktoppc - malaysia - dell (13).png,TRUE,2022-01-04T16:44:04.679657Z,2022-01-04T16:44:04.843222Z,2022-01-04T16:45:54.531256Z,32670
code/derived/audit/brand_plots/desktoppc - malaysia - hp (14).png,desktoppc - malaysia - hp (14).png,code/derived/audit/brand_plots/desktoppc - malaysia - hp (14).png,TRUE,2022-01-04T16:44:04.863167Z,2022-01-04T16:44:05.043684Z,2022-01-04T16:45:55.010975Z,34854
