country	date	public	name
IN	2012-12-15	False	Seventh Day of Hanukkah
IN	2012-12-16	False	Eighth Day of Hanukkah
IN	2012-12-21	False	December Solstice
IN	2012-12-24	False	Christmas Eve
IN	2012-12-25	True	Christmas Day
IN	2012-12-31	False	New Year's Eve
IN	2013-01-01	False	New Year's Day
IN	2013-01-23	True	Birth of the Prophet
IN	2013-01-26	True	Republic Day
IN	2013-02-10	False	Chinese New Year's Day
IN	2013-02-14	False	Valentine's Day
IN	2013-02-19	False	Shivaji Jayanti
IN	2013-03-03	False	UN World Wildlife Day
IN	2013-03-10	True	Maha Shivaratri
IN	2013-03-20	False	March Equinox
IN	2013-03-26	False	Passover
IN	2013-03-27	False	Festival of Colors
IN	2013-03-28	False	Maundy Thursday
IN	2013-03-29	True	Good Friday
IN	2013-03-31	False	Easter
IN	2013-04-14	False	Ambedkar Jayanti
IN	2013-04-19	True	Rama Navami
IN	2013-04-24	True	Mahavir Jayanti
IN	2013-05-01	True	Labor Day
IN	2013-05-12	False	Mother's Day
IN	2013-05-24	True	Buddha Purnima
IN	2013-06-16	False	Father's Day
IN	2013-06-21	False	June Solstice
IN	2013-08-04	False	Friendship Day
IN	2013-08-07	True	Festival of Breaking the Fast
IN	2013-08-15	True	Independence Day
IN	2013-08-29	True	Janmashtami
IN	2013-09-22	False	September Equinox
IN	2013-10-02	True	Mahatma Gandhi Jayanti
IN	2013-10-13	True	Dussehra
IN	2013-10-14	True	Feast of the Sacrifice
IN	2013-10-31	False	Halloween
IN	2013-11-02	True	Diwali
IN	2013-11-14	True	Muharram
IN	2013-11-17	True	Guru Nanak Jayanti
IN	2013-11-24	False	Guru Tegh Bahadur's Martyrdom Day
IN	2013-11-28	False	Hanukkah
IN	2013-11-29	False	Second Day of Hanukkah
IN	2013-11-30	False	Third Day of Hanukkah
IN	2013-12-01	False	Fourth Day of Hanukkah
IN	2013-12-02	False	Fifth Day of Hanukkah
IN	2013-12-03	False	Sixth Day of Hanukkah
IN	2013-12-04	False	Seventh Day of Hanukkah
IN	2013-12-05	False	Eighth Day of Hanukkah
IN	2013-12-21	False	December Solstice
IN	2013-12-24	False	Christmas Eve
IN	2013-12-25	True	Christmas Day
IN	2013-12-31	False	New Year's Eve
IN	2014-01-01	False	New Year's Day
IN	2014-01-13	True	Birth of the Prophet
IN	2014-01-26	True	Republic Day
IN	2014-01-31	False	Chinese New Year's Day
IN	2014-02-14	False	Valentine's Day
IN	2014-02-19	False	Shivaji Jayanti
IN	2014-02-27	True	Maha Shivaratri
IN	2014-03-03	False	UN World Wildlife Day
IN	2014-03-17	False	Festival of Colors
IN	2014-03-20	False	March Equinox
IN	2014-04-08	True	Rama Navami
IN	2014-04-13	True	Mahavir Jayanti
IN	2014-04-14	False	Ambedkar Jayanti
IN	2014-04-15	False	Passover
IN	2014-04-17	False	Maundy Thursday
IN	2014-04-18	True	Good Friday
IN	2014-04-20	False	Easter
IN	2014-05-01	True	Labor Day
IN	2014-05-11	False	Mother's Day
IN	2014-05-13	True	Buddha Purnima
IN	2014-06-15	False	Father's Day
IN	2014-06-21	False	June Solstice
IN	2014-07-28	True	Festival of Breaking the Fast
IN	2014-08-03	False	Friendship Day
IN	2014-08-15	True	Independence Day
IN	2014-08-17	True	Janmashtami
IN	2014-09-23	False	September Equinox
IN	2014-10-02	True	Mahatma Gandhi Jayanti
IN	2014-10-03	True	Dussehra
IN	2014-10-04	True	Feast of the Sacrifice
IN	2014-10-22	True	Diwali
IN	2014-10-31	False	Halloween
IN	2014-11-03	True	Muharram
IN	2014-11-06	True	Guru Nanak Jayanti
IN	2014-11-24	False	Guru Tegh Bahadur's Martyrdom Day
IN	2014-12-17	False	Hanukkah
IN	2014-12-18	False	Second Day of Hanukkah
IN	2014-12-19	False	Third Day of Hanukkah
IN	2014-12-20	False	Fourth Day of Hanukkah
IN	2014-12-21	False	December Solstice
IN	2014-12-21	False	Fifth Day of Hanukkah
IN	2014-12-22	False	Sixth Day of Hanukkah
IN	2014-12-23	False	Seventh Day of Hanukkah
IN	2014-12-24	False	Christmas Eve
IN	2014-12-24	False	Eighth Day of Hanukkah
IN	2014-12-25	True	Christmas Day
IN	2014-12-31	False	New Year's Eve
ID	2004-01-01	True	New Year's Day
ID	2004-01-03	False	Ministry of Religious Affairs Day
ID	2004-01-15	False	Ocean Duty Day
ID	2004-01-22	True	Lunar New Year's Day
ID	2004-02-01	True	Feast of the Sacrifice
ID	2004-02-05	False	Lantern Festival
ID	2004-02-21	True	Islamic New Year's Day
ID	2004-03-03	False	UN World Wildlife Day
ID	2004-03-20	False	March Equinox
ID	2004-04-06	False	National Fisherman Day
ID	2004-04-09	False	Air Force Day
ID	2004-04-09	True	Good Friday
ID	2004-04-11	False	Easter
ID	2004-04-21	False	Kartini Day
ID	2004-04-22	False	Earth Day
ID	2004-05-01	True	Birth of the Prophet
ID	2004-05-02	False	National Education Day
ID	2004-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2004-05-20	True	Feast of the Ascension of Jesus Christ
ID	2004-05-20	False	National Awakening Day
ID	2004-05-29	False	National Elderly Day
ID	2004-06-21	False	June Solstice
ID	2004-06-29	False	National Family Day
ID	2004-07-22	False	Attorney Day
ID	2004-07-23	False	National Children Day
ID	2004-08-10	False	National Technology Uprising Day
ID	2004-08-10	False	National Veterans Day
ID	2004-08-14	False	Indonesian Scout Movement Day
ID	2004-08-17	True	Independence Day
ID	2004-08-24	False	Television Day
ID	2004-09-11	True	Muhammad's Ascension to Heaven
ID	2004-09-11	False	Radio Republik Indonesia Day
ID	2004-09-22	False	September Equinox
ID	2004-09-23	False	National Maritime Day
ID	2004-09-24	False	National Peasants' Day
ID	2004-09-27	False	Post and Telecommunications' Service Day
ID	2004-09-28	False	Railway Day
ID	2004-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2004-10-02	False	National Batik Day
ID	2004-10-05	False	Indonesian National Armed Forces Day
ID	2004-10-22	False	National Santri Day
ID	2004-10-28	False	Youth Pledge Day
ID	2004-10-30	False	Indonesian Finance Day
ID	2004-11-10	False	Heroes' Day
ID	2004-11-12	False	National Health Day
ID	2004-11-13	True	Festival of Breaking the Fast
ID	2004-11-14	False	Mobile Brigade Day
ID	2004-11-14	True	Second Day of the Festival of Breaking the Fast
ID	2004-11-14	False	World Diabetes Day
ID	2004-11-15	False	Indonesian Marine Corps Birthday
ID	2004-11-25	False	Teachers' Day
ID	2004-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2004-12-13	False	Nusantara Day
ID	2004-12-15	False	Indonesian Army Day
ID	2004-12-21	False	December Solstice
ID	2004-12-22	False	Mother's Day
ID	2004-12-24	False	Christmas Eve
ID	2004-12-25	True	Christmas Day
ID	2004-12-31	False	New Year's Eve
ID	2005-01-01	True	New Year's Day
ID	2005-01-03	False	Ministry of Religious Affairs Day
ID	2005-01-15	False	Ocean Duty Day
ID	2005-01-20	True	Feast of the Sacrifice
ID	2005-02-09	True	Islamic New Year's Day
ID	2005-02-09	True	Lunar New Year's Day
ID	2005-02-23	False	Lantern Festival
ID	2005-03-03	False	UN World Wildlife Day
ID	2005-03-20	False	March Equinox
ID	2005-03-25	True	Good Friday
ID	2005-03-27	False	Easter
ID	2005-04-06	False	National Fisherman Day
ID	2005-04-09	False	Air Force Day
ID	2005-04-20	True	Birth of the Prophet
ID	2005-04-21	False	Kartini Day
ID	2005-04-22	False	Earth Day
ID	2005-05-02	False	National Education Day
ID	2005-05-05	True	Feast of the Ascension of Jesus Christ
ID	2005-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2005-05-20	False	National Awakening Day
ID	2005-05-29	False	National Elderly Day
ID	2005-06-21	False	June Solstice
ID	2005-06-29	False	National Family Day
ID	2005-07-22	False	Attorney Day
ID	2005-07-23	False	National Children Day
ID	2005-08-10	False	National Technology Uprising Day
ID	2005-08-10	False	National Veterans Day
ID	2005-08-14	False	Indonesian Scout Movement Day
ID	2005-08-17	True	Independence Day
ID	2005-08-24	False	Television Day
ID	2005-08-31	True	Muhammad's Ascension to Heaven
ID	2005-09-11	False	Radio Republik Indonesia Day
ID	2005-09-22	False	September Equinox
ID	2005-09-23	False	National Maritime Day
ID	2005-09-24	False	National Peasants' Day
ID	2005-09-27	False	Post and Telecommunications' Service Day
ID	2005-09-28	False	Railway Day
ID	2005-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2005-10-02	False	National Batik Day
ID	2005-10-05	False	Indonesian National Armed Forces Day
ID	2005-10-22	False	National Santri Day
ID	2005-10-28	False	Youth Pledge Day
ID	2005-10-30	False	Indonesian Finance Day
ID	2005-11-02	True	Festival of Breaking the Fast
ID	2005-11-03	True	Second Day of the Festival of Breaking the Fast
ID	2005-11-10	False	Heroes' Day
ID	2005-11-12	False	National Health Day
ID	2005-11-14	False	Mobile Brigade Day
ID	2005-11-14	False	World Diabetes Day
ID	2005-11-15	False	Indonesian Marine Corps Birthday
ID	2005-11-25	False	Teachers' Day
ID	2005-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2005-12-13	False	Nusantara Day
ID	2005-12-15	False	Indonesian Army Day
ID	2005-12-21	False	December Solstice
ID	2005-12-22	False	Mother's Day
ID	2005-12-24	False	Christmas Eve
ID	2005-12-25	True	Christmas Day
ID	2005-12-31	False	New Year's Eve
ID	2006-01-01	True	New Year's Day
ID	2006-01-03	False	Ministry of Religious Affairs Day
ID	2006-01-09	True	Feast of the Sacrifice
ID	2006-01-15	False	Ocean Duty Day
ID	2006-01-29	True	Lunar New Year's Day
ID	2006-01-30	True	Islamic New Year's Day
ID	2006-02-12	False	Lantern Festival
ID	2006-03-03	False	UN World Wildlife Day
ID	2006-03-20	False	March Equinox
ID	2006-04-06	False	National Fisherman Day
ID	2006-04-09	False	Air Force Day
ID	2006-04-10	True	Birth of the Prophet
ID	2006-04-14	True	Good Friday
ID	2006-04-16	False	Easter
ID	2006-04-21	False	Kartini Day
ID	2006-04-22	False	Earth Day
ID	2006-05-02	False	National Education Day
ID	2006-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2006-05-20	False	National Awakening Day
ID	2006-05-25	True	Feast of the Ascension of Jesus Christ
ID	2006-05-29	False	National Elderly Day
ID	2006-06-21	False	June Solstice
ID	2006-06-29	False	National Family Day
ID	2006-07-22	False	Attorney Day
ID	2006-07-23	False	National Children Day
ID	2006-08-10	False	National Technology Uprising Day
ID	2006-08-10	False	National Veterans Day
ID	2006-08-14	False	Indonesian Scout Movement Day
ID	2006-08-17	True	Independence Day
ID	2006-08-21	True	Muhammad's Ascension to Heaven
ID	2006-08-24	False	Television Day
ID	2006-09-11	False	Radio Republik Indonesia Day
ID	2006-09-23	False	National Maritime Day
ID	2006-09-23	False	September Equinox
ID	2006-09-24	False	National Peasants' Day
ID	2006-09-27	False	Post and Telecommunications' Service Day
ID	2006-09-28	False	Railway Day
ID	2006-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2006-10-02	False	National Batik Day
ID	2006-10-05	False	Indonesian National Armed Forces Day
ID	2006-10-22	False	National Santri Day
ID	2006-10-23	True	Festival of Breaking the Fast
ID	2006-10-24	True	Second Day of the Festival of Breaking the Fast
ID	2006-10-28	False	Youth Pledge Day
ID	2006-10-30	False	Indonesian Finance Day
ID	2006-11-10	False	Heroes' Day
ID	2006-11-12	False	Father's Day
ID	2006-11-12	False	National Health Day
ID	2006-11-14	False	Mobile Brigade Day
ID	2006-11-14	False	World Diabetes Day
ID	2006-11-15	False	Indonesian Marine Corps Birthday
ID	2006-11-25	False	Teachers' Day
ID	2006-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2006-12-13	False	Nusantara Day
ID	2006-12-15	False	Indonesian Army Day
ID	2006-12-22	False	December Solstice
ID	2006-12-22	False	Mother's Day
ID	2006-12-24	False	Christmas Eve
ID	2006-12-25	True	Christmas Day
ID	2006-12-30	True	Feast of the Sacrifice
ID	2006-12-31	False	New Year's Eve
ID	2007-01-01	True	New Year's Day
ID	2007-01-03	False	Ministry of Religious Affairs Day
ID	2007-01-15	False	Ocean Duty Day
ID	2007-01-19	True	Islamic New Year's Day
ID	2007-02-18	True	Lunar New Year's Day
ID	2007-03-03	False	UN World Wildlife Day
ID	2007-03-04	False	Lantern Festival
ID	2007-03-21	False	March Equinox
ID	2007-03-30	True	Birth of the Prophet
ID	2007-04-06	True	Good Friday
ID	2007-04-06	False	National Fisherman Day
ID	2007-04-08	False	Easter
ID	2007-04-09	False	Air Force Day
ID	2007-04-21	False	Kartini Day
ID	2007-04-22	False	Earth Day
ID	2007-05-02	False	National Education Day
ID	2007-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2007-05-17	True	Feast of the Ascension of Jesus Christ
ID	2007-05-20	False	National Awakening Day
ID	2007-05-29	False	National Elderly Day
ID	2007-06-21	False	June Solstice
ID	2007-06-29	False	National Family Day
ID	2007-07-22	False	Attorney Day
ID	2007-07-23	False	National Children Day
ID	2007-08-10	True	Muhammad's Ascension to Heaven
ID	2007-08-10	False	National Technology Uprising Day
ID	2007-08-10	False	National Veterans Day
ID	2007-08-14	False	Indonesian Scout Movement Day
ID	2007-08-17	True	Independence Day
ID	2007-08-24	False	Television Day
ID	2007-09-11	False	Radio Republik Indonesia Day
ID	2007-09-23	False	National Maritime Day
ID	2007-09-23	False	September Equinox
ID	2007-09-24	False	National Peasants' Day
ID	2007-09-27	False	Post and Telecommunications' Service Day
ID	2007-09-28	False	Railway Day
ID	2007-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2007-10-02	False	National Batik Day
ID	2007-10-05	False	Indonesian National Armed Forces Day
ID	2007-10-12	True	Festival of Breaking the Fast
ID	2007-10-13	True	Second Day of the Festival of Breaking the Fast
ID	2007-10-22	False	National Santri Day
ID	2007-10-28	False	Youth Pledge Day
ID	2007-10-30	False	Indonesian Finance Day
ID	2007-11-10	False	Heroes' Day
ID	2007-11-12	False	Father's Day
ID	2007-11-12	False	National Health Day
ID	2007-11-14	False	Mobile Brigade Day
ID	2007-11-14	False	World Diabetes Day
ID	2007-11-15	False	Indonesian Marine Corps Birthday
ID	2007-11-25	False	Teachers' Day
ID	2007-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2007-12-13	False	Nusantara Day
ID	2007-12-15	False	Indonesian Army Day
ID	2007-12-19	True	Feast of the Sacrifice
ID	2007-12-22	False	December Solstice
ID	2007-12-22	False	Mother's Day
ID	2007-12-24	False	Christmas Eve
ID	2007-12-25	True	Christmas Day
ID	2007-12-31	False	New Year's Eve
ID	2008-01-01	True	New Year's Day
ID	2008-01-03	False	Ministry of Religious Affairs Day
ID	2008-01-09	True	Islamic New Year's Day
ID	2008-01-15	False	Ocean Duty Day
ID	2008-02-07	True	Lunar New Year's Day
ID	2008-02-21	False	Lantern Festival
ID	2008-03-03	False	UN World Wildlife Day
ID	2008-03-19	True	Birth of the Prophet
ID	2008-03-20	False	March Equinox
ID	2008-03-21	True	Good Friday
ID	2008-03-23	False	Easter
ID	2008-04-06	False	National Fisherman Day
ID	2008-04-09	False	Air Force Day
ID	2008-04-21	False	Kartini Day
ID	2008-04-22	False	Earth Day
ID	2008-05-01	True	Feast of the Ascension of Jesus Christ
ID	2008-05-02	False	National Education Day
ID	2008-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2008-05-20	False	National Awakening Day
ID	2008-05-29	False	National Elderly Day
ID	2008-06-21	False	June Solstice
ID	2008-06-29	False	National Family Day
ID	2008-07-22	False	Attorney Day
ID	2008-07-23	False	National Children Day
ID	2008-07-30	True	Muhammad's Ascension to Heaven
ID	2008-08-10	False	National Technology Uprising Day
ID	2008-08-10	False	National Veterans Day
ID	2008-08-14	False	Indonesian Scout Movement Day
ID	2008-08-17	True	Independence Day
ID	2008-08-24	False	Television Day
ID	2008-09-11	False	Radio Republik Indonesia Day
ID	2008-09-22	False	September Equinox
ID	2008-09-23	False	National Maritime Day
ID	2008-09-24	False	National Peasants' Day
ID	2008-09-27	False	Post and Telecommunications' Service Day
ID	2008-09-28	False	Railway Day
ID	2008-10-01	True	Festival of Breaking the Fast
ID	2008-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2008-10-02	False	National Batik Day
ID	2008-10-02	True	Second Day of the Festival of Breaking the Fast
ID	2008-10-05	False	Indonesian National Armed Forces Day
ID	2008-10-22	False	National Santri Day
ID	2008-10-28	False	Youth Pledge Day
ID	2008-10-30	False	Indonesian Finance Day
ID	2008-11-10	False	Heroes' Day
ID	2008-11-12	False	Father's Day
ID	2008-11-12	False	National Health Day
ID	2008-11-14	False	Mobile Brigade Day
ID	2008-11-14	False	World Diabetes Day
ID	2008-11-15	False	Indonesian Marine Corps Birthday
ID	2008-11-25	False	Teachers' Day
ID	2008-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2008-12-08	True	Feast of the Sacrifice
ID	2008-12-13	False	Nusantara Day
ID	2008-12-15	False	Indonesian Army Day
ID	2008-12-21	False	December Solstice
ID	2008-12-22	False	Mother's Day
ID	2008-12-24	False	Christmas Eve
ID	2008-12-25	True	Christmas Day
ID	2008-12-28	True	Islamic New Year's Day
ID	2008-12-31	False	New Year's Eve
ID	2009-01-01	True	New Year's Day
ID	2009-01-03	False	Ministry of Religious Affairs Day
ID	2009-01-15	False	Ocean Duty Day
ID	2009-01-26	True	Lunar New Year's Day
ID	2009-02-09	False	Lantern Festival
ID	2009-03-03	False	UN World Wildlife Day
ID	2009-03-08	True	Birth of the Prophet
ID	2009-03-20	False	March Equinox
ID	2009-04-06	False	National Fisherman Day
ID	2009-04-09	False	Air Force Day
ID	2009-04-10	True	Good Friday
ID	2009-04-12	False	Easter
ID	2009-04-21	False	Kartini Day
ID	2009-04-22	False	Earth Day
ID	2009-05-02	False	National Education Day
ID	2009-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2009-05-20	False	National Awakening Day
ID	2009-05-21	True	Feast of the Ascension of Jesus Christ
ID	2009-05-29	False	National Elderly Day
ID	2009-06-21	False	June Solstice
ID	2009-06-29	False	National Family Day
ID	2009-07-19	True	Muhammad's Ascension to Heaven
ID	2009-07-22	False	Attorney Day
ID	2009-07-23	False	National Children Day
ID	2009-08-10	False	National Technology Uprising Day
ID	2009-08-10	False	National Veterans Day
ID	2009-08-14	False	Indonesian Scout Movement Day
ID	2009-08-17	True	Independence Day
ID	2009-08-24	False	Television Day
ID	2009-09-11	False	Radio Republik Indonesia Day
ID	2009-09-20	True	Festival of Breaking the Fast
ID	2009-09-21	True	Second Day of the Festival of Breaking the Fast
ID	2009-09-22	False	September Equinox
ID	2009-09-23	False	National Maritime Day
ID	2009-09-24	False	National Peasants' Day
ID	2009-09-27	False	Post and Telecommunications' Service Day
ID	2009-09-28	False	Railway Day
ID	2009-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2009-10-02	False	National Batik Day
ID	2009-10-05	False	Indonesian National Armed Forces Day
ID	2009-10-22	False	National Santri Day
ID	2009-10-28	False	Youth Pledge Day
ID	2009-10-30	False	Indonesian Finance Day
ID	2009-11-10	False	Heroes' Day
ID	2009-11-12	False	Father's Day
ID	2009-11-12	False	National Health Day
ID	2009-11-14	False	Mobile Brigade Day
ID	2009-11-14	False	World Diabetes Day
ID	2009-11-15	False	Indonesian Marine Corps Birthday
ID	2009-11-25	False	Teachers' Day
ID	2009-11-27	True	Feast of the Sacrifice
ID	2009-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2009-12-13	False	Nusantara Day
ID	2009-12-15	False	Indonesian Army Day
ID	2009-12-17	True	Islamic New Year's Day
ID	2009-12-21	False	December Solstice
ID	2009-12-22	False	Mother's Day
ID	2009-12-24	False	Christmas Eve
ID	2009-12-25	True	Christmas Day
ID	2009-12-31	False	New Year's Eve
ID	2010-01-01	True	New Year's Day
ID	2010-01-03	False	Ministry of Religious Affairs Day
ID	2010-01-15	False	Ocean Duty Day
ID	2010-02-12	False	Maha Shivaratri
ID	2010-02-14	True	Lunar New Year's Day
ID	2010-02-25	True	Birth of the Prophet
ID	2010-02-28	False	Lantern Festival
ID	2010-03-01	False	Festival of Colors
ID	2010-03-03	False	UN World Wildlife Day
ID	2010-03-20	False	March Equinox
ID	2010-04-02	True	Good Friday
ID	2010-04-04	False	Easter
ID	2010-04-06	False	National Fisherman Day
ID	2010-04-09	False	Air Force Day
ID	2010-04-21	False	Kartini Day
ID	2010-04-22	False	Earth Day
ID	2010-05-02	False	National Education Day
ID	2010-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2010-05-13	True	Feast of the Ascension of Jesus Christ
ID	2010-05-20	False	National Awakening Day
ID	2010-05-21	True	Buddha's Birthday
ID	2010-05-29	False	National Elderly Day
ID	2010-06-21	False	June Solstice
ID	2010-06-29	False	National Family Day
ID	2010-07-08	True	Muhammad's Ascension to Heaven
ID	2010-07-22	False	Attorney Day
ID	2010-07-23	False	National Children Day
ID	2010-08-10	False	National Technology Uprising Day
ID	2010-08-10	False	National Veterans Day
ID	2010-08-14	False	Indonesian Scout Movement Day
ID	2010-08-17	True	Independence Day
ID	2010-08-24	False	Television Day
ID	2010-09-02	False	Janmashtami
ID	2010-09-09	True	Festival of Breaking the Fast
ID	2010-09-10	True	Second Day of the Festival of Breaking the Fast
ID	2010-09-11	False	Radio Republik Indonesia Day
ID	2010-09-23	False	National Maritime Day
ID	2010-09-23	False	September Equinox
ID	2010-09-24	False	National Peasants' Day
ID	2010-09-27	False	Post and Telecommunications' Service Day
ID	2010-09-28	False	Railway Day
ID	2010-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2010-10-02	False	National Batik Day
ID	2010-10-05	False	Indonesian National Armed Forces Day
ID	2010-10-17	False	Dussehra
ID	2010-10-22	False	National Santri Day
ID	2010-10-28	False	Youth Pledge Day
ID	2010-10-30	False	Indonesian Finance Day
ID	2010-11-05	False	Festival of Lights
ID	2010-11-10	False	Heroes' Day
ID	2010-11-12	False	Father's Day
ID	2010-11-12	False	National Health Day
ID	2010-11-14	False	Mobile Brigade Day
ID	2010-11-14	False	World Diabetes Day
ID	2010-11-15	False	Indonesian Marine Corps Birthday
ID	2010-11-16	True	Feast of the Sacrifice
ID	2010-11-25	False	Teachers' Day
ID	2010-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2010-12-07	True	Islamic New Year's Day
ID	2010-12-13	False	Nusantara Day
ID	2010-12-15	False	Indonesian Army Day
ID	2010-12-21	False	December Solstice
ID	2010-12-22	False	Mother's Day
ID	2010-12-24	False	Christmas Eve
ID	2010-12-25	True	Christmas Day
ID	2010-12-31	False	New Year's Eve
ID	2011-01-01	True	New Year's Day
ID	2011-01-03	False	Ministry of Religious Affairs Day
ID	2011-01-15	False	Ocean Duty Day
ID	2011-02-03	True	Lunar New Year's Day
ID	2011-02-15	True	Birth of the Prophet
ID	2011-02-17	False	Lantern Festival
ID	2011-03-02	False	Maha Shivaratri
ID	2011-03-03	False	UN World Wildlife Day
ID	2011-03-20	False	Festival of Colors
ID	2011-03-20	False	March Equinox
ID	2011-04-06	False	National Fisherman Day
ID	2011-04-09	False	Air Force Day
ID	2011-04-21	False	Kartini Day
ID	2011-04-22	False	Earth Day
ID	2011-04-22	True	Good Friday
ID	2011-04-24	False	Easter
ID	2011-05-02	False	National Education Day
ID	2011-05-10	True	Buddha's Birthday
ID	2011-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2011-05-20	False	National Awakening Day
ID	2011-05-29	False	National Elderly Day
ID	2011-06-02	True	Feast of the Ascension of Jesus Christ
ID	2011-06-21	False	June Solstice
ID	2011-06-28	True	Muhammad's Ascension to Heaven
ID	2011-06-29	False	National Family Day
ID	2011-07-22	False	Attorney Day
ID	2011-07-23	False	National Children Day
ID	2011-08-10	False	National Technology Uprising Day
ID	2011-08-10	False	National Veterans Day
ID	2011-08-14	False	Indonesian Scout Movement Day
ID	2011-08-17	True	Independence Day
ID	2011-08-22	False	Janmashtami
ID	2011-08-24	False	Television Day
ID	2011-08-30	True	Festival of Breaking the Fast
ID	2011-08-31	True	Second Day of the Festival of Breaking the Fast
ID	2011-09-11	False	Radio Republik Indonesia Day
ID	2011-09-23	False	National Maritime Day
ID	2011-09-23	False	September Equinox
ID	2011-09-24	False	National Peasants' Day
ID	2011-09-27	False	Post and Telecommunications' Service Day
ID	2011-09-28	False	Railway Day
ID	2011-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2011-10-02	False	National Batik Day
ID	2011-10-05	False	Indonesian National Armed Forces Day
ID	2011-10-06	False	Dussehra
ID	2011-10-22	False	National Santri Day
ID	2011-10-26	False	Festival of Lights
ID	2011-10-28	False	Youth Pledge Day
ID	2011-10-30	False	Indonesian Finance Day
ID	2011-11-06	True	Feast of the Sacrifice
ID	2011-11-10	False	Heroes' Day
ID	2011-11-12	False	Father's Day
ID	2011-11-12	False	National Health Day
ID	2011-11-14	False	Mobile Brigade Day
ID	2011-11-14	False	World Diabetes Day
ID	2011-11-15	False	Indonesian Marine Corps Birthday
ID	2011-11-25	False	Teachers' Day
ID	2011-11-26	True	Islamic New Year's Day
ID	2011-11-29	False	Anniversary of the Employees' Corps of the Republic of Indonesia
ID	2011-12-13	False	Nusantara Day
ID	2011-12-15	False	Indonesian Army Day
ID	2011-12-22	False	December Solstice
ID	2011-12-22	False	Mother's Day
ID	2011-12-24	False	Christmas Eve
ID	2011-12-25	True	Christmas Day
ID	2011-12-31	False	New Year's Eve
ID	2012-01-01	True	New Year's Day
ID	2012-01-03	False	Ministry of Religious Affairs Day
ID	2012-01-15	False	Ocean Duty Day
ID	2012-01-23	True	Lunar New Year's Day
ID	2012-02-04	True	Birth of the Prophet
ID	2012-02-06	False	Lantern Festival
ID	2012-02-20	False	Maha Shivaratri
ID	2012-03-03	False	UN World Wildlife Day
ID	2012-03-09	False	Festival of Colors
ID	2012-03-20	False	March Equinox
ID	2012-04-06	True	Good Friday
ID	2012-04-06	False	National Fisherman Day
ID	2012-04-08	False	Easter
ID	2012-04-09	False	Air Force Day
ID	2012-04-21	False	Kartini Day
ID	2012-04-22	False	Earth Day
ID	2012-04-28	True	Buddha's Birthday
ID	2012-05-02	False	National Education Day
ID	2012-05-11	False	Day of the Military Police of the Indonesian National Armed Forces
ID	2012-05-17	True	Feast of the Ascension of Jesus Christ
ID	2012-05-20	False	National Awakening Day
ID	2012-05-29	False	National Elderly Day
ID	2012-06-16	True	Muhammad's Ascension to Heaven
ID	2012-06-20	False	June Solstice
ID	2012-06-29	False	National Family Day
ID	2012-07-22	False	Attorney Day
ID	2012-07-23	False	National Children Day
ID	2012-08-10	False	Janmashtami
ID	2012-08-10	False	National Technology Uprising Day
ID	2012-08-10	False	National Veterans Day
ID	2012-08-14	False	Indonesian Scout Movement Day
ID	2012-08-17	True	Independence Day
ID	2012-08-18	True	Festival of Breaking the Fast
ID	2012-08-19	True	Second Day of the Festival of Breaking the Fast
ID	2012-08-24	False	Television Day
ID	2012-09-11	False	Radio Republik Indonesia Day
ID	2012-09-22	False	September Equinox
ID	2012-09-23	False	National Maritime Day
ID	2012-09-24	False	National Peasants' Day
ID	2012-09-27	False	Post and Telecommunications' Service Day
ID	2012-09-28	False	Railway Day
ID	2012-10-01	False	National Day of Pancasila Sanctity and September 30th Movement Memorial Day
ID	2012-10-02	False	National Batik Day
ID	2012-10-05	False	Indonesian National Armed Forces Day
ID	2012-10-22	False	National Santri Day
ID	2012-10-24	False	Dussehra
ID	2012-10-25	True	Feast of the Sacrifice
ID	2012-10-28	False	Youth Pledge Day
